,date,open,high,low,close,tic,adjclose,volume,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
0,2016-06-01 09:30:00.000,9.16,9.16,9.16,9.16,600690,9.16,100000,0.0,0.0,0.0,0.0,-0.011522233041220464,0.015925135445739702,0.012099819405680723,0.00629343840639196,0.0055820062387128555,0.0062190116565423725,0.006501395501559815
0,2016-06-01 09:30:00.000,15.78,15.78,15.78,15.78,600837,15.78,100000,0.0,0.0,0.0,0.0,-0.008007117437722755,0.026188340807175026,0.028385650224215242,0.022899850523169007,0.023946188340807195,0.027964125560538067,0.02887892376681611
0,2016-06-01 09:30:00.000,18.4,18.4,18.4,18.4,601211,18.4,100000,0.0,0.0,0.0,0.0,-0.008496732026145093,0.009096901779828803,-0.005866842452208365,-0.014282575258184882,-0.015655899802241358,-0.01252471984179293,-0.008943089430894391
0,2016-06-01 09:30:00.000,3.19,3.19,3.19,3.19,601288,3.19,100000,0.0,0.0,0.0,0.0,-0.018772196854388468,0.019441571871768204,0.011271975180972005,0.006997587038952036,0.006566701137538766,0.006349534643226518,0.007307824887969883
0,2016-06-01 09:30:00.000,32.69,32.69,32.69,32.69,601318,32.69,100000,0.0,0.0,0.0,0.0,-0.0031055900621117516,0.004361370716510882,0.004672897196261738,0.004153686396677125,0.0048286604361371666,0.005233644859813147,0.005815160955347842
0,2016-06-01 09:30:00.000,41.89,41.89,41.89,41.89,601336,41.89,100000,0.0,0.0,0.0,0.0,-0.011992263056093688,0.01286870268859297,0.008026624902114365,0.00476811972504998,0.005781780214043408,0.008217175672148302,0.010658661794135549
0,2016-06-01 09:30:00.000,4.36,4.36,4.36,4.36,601398,4.36,100000,0.0,0.0,0.0,0.0,-0.024926686217008776,0.02285714285714291,0.020718462823725803,0.011818434976329728,0.008446115288220701,0.013573934837092683,0.01770537454747978
0,2016-06-01 09:30:00.000,27.13,27.13,27.13,27.13,601601,27.13,100000,0.0,0.0,0.0,0.0,-0.004016064257028384,0.004838709677419395,0.00463709677419355,0.003629032258064546,0.004133064516129048,0.004758064516129146,0.005443548387096708
0,2016-06-01 09:30:00.000,21.6,21.6,21.6,21.6,601628,21.6,100000,0.0,0.0,0.0,0.0,-0.01344430217669701,0.017975340687865105,0.013108371187540602,0.007592472420506313,0.006570408825438134,0.008565866320570992,0.011410339606316322
0,2016-06-01 09:30:00.000,5.48,5.48,5.48,5.48,601668,5.48,100000,0.0,0.0,0.0,0.0,-0.015107102593010846,0.019184981684981617,0.010027472527472492,-0.00146520146520146,-0.0009958791208791729,-0.000366300366300476,0.0014575702075700914
0,2016-06-01 09:30:00.000,18.48,18.48,18.48,18.48,601688,18.48,100000,0.0,0.0,0.0,0.0,-0.005802707930368078,0.00894941634241242,0.006420233463034997,0.0016861219195851707,0.0003891050583659794,0.0010894941634242983,0.0021400778210116655
0,2016-06-01 09:30:00.000,7.36,7.36,7.36,7.36,601857,7.36,100000,0.0,0.0,0.0,0.0,-0.016988062442607754,0.02045773003269491,0.009434843531060277,-0.0010586953137162736,-0.007776739841195646,-0.008108360579168639,-0.0077378172193680594
0,2016-06-01 09:30:00.000,44.24,44.24,44.24,44.24,601888,44.24,100000,0.0,0.0,0.0,0.0,-0.0022522522522542276,0.0027088036117384195,0.00045146726862310693,2.220446049250313e-16,0.0006772009029347714,0.0015349887133182527,0.0027088036117384195
0,2016-06-01 09:30:00.000,29.82,29.82,29.82,29.82,603288,29.82,100000,0.0,0.0,0.0,0.0,-0.003974524733036611,0.022288461538461757,0.027634615384615424,0.010586538461538675,0.005245192307692159,0.006892307692307753,0.0016121794871795103
1,2016-06-01 10:30:00.000,18.27,18.35,18.21,18.21,600000,18.21,100000,0.0032948929159801743,0.007688083470620555,0.0,0.0,-0.004918032786885407,0.002089059923034542,0.00804661487236391,0.005478437904867572,0.0037735849056603765,0.003374028856825806,0.004391328515842341
1,2016-06-01 10:30:00.000,27.77,27.85,27.67,27.7,600009,27.7,100000,0.002527075812274404,0.005415162454873723,-0.0010830324909746336,0.0,-0.0018018018018020054,0.006756756756757021,0.004826254826254983,0.00315315315315301,0.00318532818532824,0.00432432432432428,0.005855855855855907
1,2016-06-01 10:30:00.000,9.1,9.12,9.06,9.06,600016,9.06,100000,0.004415011037527394,0.0066225165562912025,0.0,0.0,-0.0065789473684209065,0.010340314136125794,0.022997382198952865,0.028054101221640426,0.03239528795811508,0.029879581151832424,0.02891361256544478
1,2016-06-01 10:30:00.000,4.82,4.83,4.8,4.81,600028,4.81,100000,0.0020790020790022457,0.004158004158004269,-0.0020790020790020236,0.0,-0.0041407867494827055,0.004684684684684637,0.002702702702702675,0.00048048048048032754,0.00018018018018017834,0.0011531531531532302,0.0023423423423425405
1,2016-06-01 10:30:00.000,16.77,16.92,16.62,16.69,600030,16.69,100000,0.004793289394847022,0.013780707010185855,-0.004194128220491367,0.0,-0.005955926146515855,0.0029776674937964653,-0.0002481389578162796,0.0,0.0013647642679899263,0.0010918114143918523,0.001240694789081953
1,2016-06-01 10:30:00.000,5.08,5.1,5.06,5.09,600031,5.09,100000,-0.0019646365422396617,0.0019646365422396617,-0.005893909626719096,0.0,0.0,0.017232704402515564,-3.144654088060861e-05,-0.009958071278825975,-0.01264150943396214,-0.009811320754717134,-0.007473794549266333
1,2016-06-01 10:30:00.000,18.06,18.08,17.77,17.84,600036,17.84,100000,0.012331838565022402,0.013452914798206095,-0.003923766816143481,0.0,-0.013819789939192972,0.01300813008130075,0.0025745257452574055,0.009485094850948617,0.008604336043360528,0.00820234869015346,0.0048479373682626115
1,2016-06-01 10:30:00.000,20.31,20.35,20.18,20.23,600104,20.23,100000,0.003954522985664788,0.005931784478497404,-0.0024715768660406034,0.0,-0.005896805896805746,0.015547890687184873,0.007110639426903598,-0.0027593526134253032,-0.004152295038471809,-0.0038949323427964755,-0.0029627664278765176
1,2016-06-01 10:30:00.000,45.95,46.01,45.56,45.89,600276,45.89,100000,0.0013074743952932177,0.0026149487905862134,-0.00719110917411192,0.0,0.0017463435931019955,0.008574490889603492,0.012004287245444889,0.013612004287245627,0.0058681672025724385,0.004780278670954097,0.003769203286888123
1,2016-06-01 10:30:00.000,15.88,16.2,15.86,16.15,600309,16.15,100000,-0.01671826625386985,0.003095975232198178,-0.017956656346749145,0.0,0.017002518891687357,0.009971540002108092,0.002824918309265234,-0.0016584097536981313,-0.0023242331611679212,-0.004174133024138493,-0.007294192052281989
1,2016-06-01 10:30:00.000,265.11,265.5,263.01,264.77,600519,264.77,100000,0.001284133398799181,0.002757109944480085,-0.006647278770253395,0.0,-0.0023737754333081895,0.010151453131395538,-0.0006412880338381166,-0.015636512484650034,-0.025194433074089306,-0.02908991676900008,-0.029722108518670187
1,2016-06-01 10:30:00.000,15.24,15.27,15.15,15.23,600585,15.23,100000,0.0006565988181221893,0.0026263952724885353,-0.005252790544977071,0.0,0.0,0.0050321858382313955,-0.008937027707808465,-0.017632614982741046,-0.0218001679261125,-0.024612370556954977,-0.028558820785521077
1,2016-06-01 10:30:00.000,9.19,9.28,9.14,9.24,600690,9.24,100000,-0.005411255411255533,0.0043290043290042934,-0.010822510822510734,0.0,0.008733624454148714,0.015925135445739702,0.012099819405680723,0.00629343840639196,0.0055820062387128555,0.0062190116565423725,0.006501395501559815
1,2016-06-01 10:30:00.000,15.8,15.99,15.76,15.78,600837,15.78,100000,0.0012674271229404788,0.013307984790874583,-0.0012674271229403677,0.0,0.0,0.026188340807175026,0.028385650224215242,0.022899850523169007,0.023946188340807195,0.027964125560538067,0.02887892376681611
1,2016-06-01 10:30:00.000,18.42,18.45,18.2,18.24,601211,18.24,100000,0.00986842105263186,0.011513157894736947,-0.002192982456140302,0.0,-0.008695652173913215,0.009096901779828803,-0.005866842452208365,-0.014282575258184882,-0.015655899802241358,-0.01252471984179293,-0.008943089430894391
1,2016-06-01 10:30:00.000,3.18,3.19,3.17,3.17,601288,3.17,100000,0.003154574132492094,0.006309148264984188,0.0,0.0,-0.00626959247648895,0.019441571871768204,0.011271975180972005,0.006997587038952036,0.006566701137538766,0.006349534643226518,0.007307824887969883
1,2016-06-01 10:30:00.000,32.65,32.81,32.53,32.57,601318,32.57,100000,0.002456248081056156,0.00736874424316869,-0.001228124040528078,0.0,-0.0036708473539305286,0.004361370716510882,0.004672897196261738,0.004153686396677125,0.0048286604361371666,0.005233644859813147,0.005815160955347842
1,2016-06-01 10:30:00.000,41.9,42.19,41.78,41.99,601336,41.99,100000,-0.002143367468444901,0.004763038818766274,-0.005001190759704732,0.0,0.0023872045834330002,0.01286870268859297,0.008026624902114365,0.00476811972504998,0.005781780214043408,0.008217175672148302,0.010658661794135549
1,2016-06-01 10:30:00.000,4.35,4.36,4.32,4.35,601398,4.35,100000,0.0,0.0022988505747127963,-0.006896551724137834,0.0,-0.002293577981651751,0.02285714285714291,0.020718462823725803,0.011818434976329728,0.008446115288220701,0.013573934837092683,0.01770537454747978
1,2016-06-01 10:30:00.000,27.15,27.29,27.14,27.2,601601,27.2,100000,-0.0018382352941176405,0.003308823529411864,-0.0022058823529411686,0.0,0.002580169553999312,0.004838709677419395,0.00463709677419355,0.003629032258064546,0.004133064516129048,0.004758064516129146,0.005443548387096708
1,2016-06-01 10:30:00.000,21.51,21.7,21.49,21.58,601628,21.58,100000,-0.0032437442075994305,0.005560704355885182,-0.0041705282669137755,0.0,-0.0009259259259261077,0.017975340687865105,0.013108371187540602,0.007592472420506313,0.006570408825438134,0.008565866320570992,0.011410339606316322
1,2016-06-01 10:30:00.000,5.47,5.48,5.45,5.47,601668,5.47,100000,0.0,0.001828153564899626,-0.003656307129798808,0.0,-0.0018248175182481452,0.019184981684981617,0.010027472527472492,-0.00146520146520146,-0.0009958791208791729,-0.000366300366300476,0.0014575702075700914
1,2016-06-01 10:30:00.000,18.47,18.67,18.34,18.47,601688,18.47,100000,0.0,0.010828370330265402,-0.0070384407146724115,0.0,-0.000541125541125842,0.00894941634241242,0.006420233463034997,0.0016861219195851707,0.0003891050583659794,0.0010894941634242983,0.0021400778210116655
1,2016-06-01 10:30:00.000,7.35,7.35,7.32,7.34,601857,7.34,100000,0.0013623978201635634,0.0013623978201635634,-0.0027247956403269047,0.0,-0.0027173913043477826,0.02045773003269491,0.009434843531060277,-0.0010586953137162736,-0.007776739841195646,-0.008108360579168639,-0.0077378172193680594
1,2016-06-01 10:30:00.000,44.12,44.33,44.02,44.12,601888,44.12,100000,0.0,0.004759746146872246,-0.002266545784224694,0.0,-0.002712477396021762,0.0027088036117384195,0.00045146726862310693,2.220446049250313e-16,0.0006772009029347714,0.0015349887133182527,0.0027088036117384195
1,2016-06-01 10:30:00.000,29.83,30.05,29.81,29.9,603288,29.9,100000,-0.00234113712374584,0.0050167224080268635,-0.003010033444816096,0.0,0.0026827632461434714,0.022288461538461757,0.027634615384615424,0.010586538461538675,0.005245192307692159,0.006892307692307753,0.0016121794871795103
2,2016-06-01 11:30:00.000,18.21,18.23,18.14,18.21,600000,18.21,100000,0.0,0.001098297638659984,-0.0038440417353102774,0.0,0.0,0.002089059923034542,0.00804661487236391,0.005478437904867572,0.0037735849056603765,0.003374028856825806,0.004391328515842341
2,2016-06-01 11:30:00.000,27.7,27.8,27.68,27.75,600009,27.75,100000,-0.0018018018018017834,0.0018018018018017834,-0.0025225225225224968,0.0,0.0018050541516243523,0.006756756756757021,0.004826254826254983,0.00315315315315301,0.00318532818532824,0.00432432432432428,0.005855855855855907
2,2016-06-01 11:30:00.000,9.07,9.08,9.0,9.01,600016,9.01,100000,0.006659267480577213,0.007769145394006749,-0.0011098779134295356,0.0,-0.0055187637969095205,0.010340314136125794,0.022997382198952865,0.028054101221640426,0.03239528795811508,0.029879581151832424,0.02891361256544478
2,2016-06-01 11:30:00.000,4.81,4.84,4.81,4.82,600028,4.82,100000,-0.0020746887966806016,0.004149377593360981,-0.0020746887966806016,0.0,0.0020790020790024677,0.004684684684684637,0.002702702702702675,0.00048048048048032754,0.00018018018018017834,0.0011531531531532302,0.0023423423423425405
2,2016-06-01 11:30:00.000,16.71,16.79,16.63,16.66,600030,16.66,100000,0.0030012004801920344,0.007803121248499245,-0.0018007202881152873,0.0,-0.0017974835230677444,0.0029776674937964653,-0.0002481389578162796,0.0,0.0013647642679899263,0.0010918114143918523,0.001240694789081953
2,2016-06-01 11:30:00.000,5.08,5.13,5.08,5.1,600031,5.1,100000,-0.0039215686274508554,0.00588235294117645,-0.0039215686274508554,0.0,0.0019646365422396617,0.017232704402515564,-3.144654088060861e-05,-0.009958071278825975,-0.01264150943396214,-0.009811320754717134,-0.007473794549266333
2,2016-06-01 11:30:00.000,17.89,17.92,17.79,17.84,600036,17.84,100000,0.002802690582959677,0.004484304932735439,-0.002802690582959677,0.0,0.0,0.01300813008130075,0.0025745257452574055,0.009485094850948617,0.008604336043360528,0.00820234869015346,0.0048479373682626115
2,2016-06-01 11:30:00.000,20.2,20.3,20.16,20.23,600104,20.23,100000,-0.0014829461196244065,0.0034602076124568004,-0.0034602076124568004,0.0,0.0,0.015547890687184873,0.007110639426903598,-0.0027593526134253032,-0.004152295038471809,-0.0038949323427964755,-0.0029627664278765176
2,2016-06-01 11:30:00.000,45.87,45.95,45.75,45.81,600276,45.81,100000,0.0013097576948264411,0.0030561012879284366,-0.0013097576948265521,0.0,-0.0017432991937240683,0.008574490889603492,0.012004287245444889,0.013612004287245627,0.0058681672025724385,0.004780278670954097,0.003769203286888123
2,2016-06-01 11:30:00.000,16.15,16.28,16.08,16.27,600309,16.27,100000,-0.007375537799631293,0.0006146281499692652,-0.01167793484941615,0.0,0.007430340557275317,0.009971540002108092,0.002824918309265234,-0.0016584097536981313,-0.0023242331611679212,-0.004174133024138493,-0.007294192052281989
2,2016-06-01 11:30:00.000,264.4,264.87,264.0,264.61,600519,264.61,100000,-0.0007936208004234446,0.0009825781338572703,-0.0023052794678961597,0.0,-0.000604298070022935,0.010151453131395538,-0.0006412880338381166,-0.015636512484650034,-0.025194433074089306,-0.02908991676900008,-0.029722108518670187
2,2016-06-01 11:30:00.000,15.23,15.24,15.14,15.15,600585,15.15,100000,0.005280528052805211,0.005940594059405946,-0.0006600660066006236,0.0,-0.005252790544977182,0.0050321858382313955,-0.008937027707808465,-0.017632614982741046,-0.0218001679261125,-0.024612370556954977,-0.028558820785521077
2,2016-06-01 11:30:00.000,9.24,9.29,9.19,9.23,600690,9.23,100000,0.0010834236186347823,0.006500541711809138,-0.004333694474539684,0.0,-0.0010822510822509068,0.015925135445739702,0.012099819405680723,0.00629343840639196,0.0055820062387128555,0.0062190116565423725,0.006501395501559815
2,2016-06-01 11:30:00.000,15.77,15.83,15.7,15.73,600837,15.73,100000,0.002542911633820699,0.006357279084551859,-0.00190718372536558,0.0,-0.003168567807350864,0.026188340807175026,0.028385650224215242,0.022899850523169007,0.023946188340807195,0.027964125560538067,0.02887892376681611
2,2016-06-01 11:30:00.000,18.25,18.33,18.2,18.22,601211,18.22,100000,0.0016465422612514935,0.006037321624588365,-0.001097694840834218,0.0,-0.0010964912280699846,0.009096901779828803,-0.005866842452208365,-0.014282575258184882,-0.015655899802241358,-0.01252471984179293,-0.008943089430894391
2,2016-06-01 11:30:00.000,3.17,3.18,3.17,3.17,601288,3.17,100000,0.0,0.003154574132492094,0.0,0.0,0.0,0.019441571871768204,0.011271975180972005,0.006997587038952036,0.006566701137538766,0.006349534643226518,0.007307824887969883
2,2016-06-01 11:30:00.000,32.57,32.59,32.4,32.41,601318,32.41,100000,0.004936747917309692,0.005553841406973348,-0.000308546744831828,0.0,-0.004912496162112312,0.004361370716510882,0.004672897196261738,0.004153686396677125,0.0048286604361371666,0.005233644859813147,0.005815160955347842
2,2016-06-01 11:30:00.000,41.98,42.08,41.91,41.94,601336,41.94,100000,0.0009537434430137992,0.0033381020505485193,-0.0007153075822603494,0.0,-0.0011907597046918461,0.01286870268859297,0.008026624902114365,0.00476811972504998,0.005781780214043408,0.008217175672148302,0.010658661794135549
2,2016-06-01 11:30:00.000,4.35,4.35,4.33,4.35,601398,4.35,100000,0.0,0.0,-0.0045977011494251485,0.0,0.0,0.02285714285714291,0.020718462823725803,0.011818434976329728,0.008446115288220701,0.013573934837092683,0.01770537454747978
2,2016-06-01 11:30:00.000,27.21,27.27,27.14,27.15,601601,27.15,100000,0.0022099447513812542,0.0044198895027625085,-0.000368324125230135,0.0,-0.0018382352941175295,0.004838709677419395,0.00463709677419355,0.003629032258064546,0.004133064516129048,0.004758064516129146,0.005443548387096708
2,2016-06-01 11:30:00.000,21.57,21.68,21.53,21.59,601628,21.59,100000,-0.0009263547938860306,0.00416859657248736,-0.0027790643816580918,0.0,0.0004633920296570615,0.017975340687865105,0.013108371187540602,0.007592472420506313,0.006570408825438134,0.008565866320570992,0.011410339606316322
2,2016-06-01 11:30:00.000,5.47,5.5,5.44,5.46,601668,5.46,100000,0.001831501831501825,0.0073260073260073,-0.003663003663003539,0.0,-0.001828153564899404,0.019184981684981617,0.010027472527472492,-0.00146520146520146,-0.0009958791208791729,-0.000366300366300476,0.0014575702075700914
2,2016-06-01 11:30:00.000,18.48,18.5,18.21,18.25,601688,18.25,100000,0.012602739726027323,0.013698630136986356,-0.0021917808219177326,0.0,-0.011911207363291765,0.00894941634241242,0.006420233463034997,0.0016861219195851707,0.0003891050583659794,0.0010894941634242983,0.0021400778210116655
2,2016-06-01 11:30:00.000,7.34,7.37,7.32,7.35,601857,7.35,100000,-0.0013605442176870541,0.0027210884353741083,-0.004081632653061162,0.0,0.0013623978201635634,0.02045773003269491,0.009434843531060277,-0.0010586953137162736,-0.007776739841195646,-0.008108360579168639,-0.0077378172193680594
2,2016-06-01 11:30:00.000,44.12,44.28,44.04,44.25,601888,44.25,100000,-0.0029378531073447345,0.0006779661016949046,-0.004745762711864443,0.0,0.0029465095194922686,0.0027088036117384195,0.00045146726862310693,2.220446049250313e-16,0.0006772009029347714,0.0015349887133182527,0.0027088036117384195
2,2016-06-01 11:30:00.000,29.9,30.03,29.79,29.98,603288,29.98,100000,-0.0026684456304203463,0.0016677785190126748,-0.006337558372248253,0.0,0.0026755852842810235,0.022288461538461757,0.027634615384615424,0.010586538461538675,0.005245192307692159,0.006892307692307753,0.0016121794871795103
3,2016-06-01 14:00:00.000,18.22,18.29,18.14,18.23,600000,18.23,100000,-0.0005485463521668343,0.003291278113000562,-0.004936917169500843,0.0,0.0010982976386602061,0.002089059923034542,0.00804661487236391,0.005478437904867572,0.0037735849056603765,0.003374028856825806,0.004391328515842341
3,2016-06-01 14:00:00.000,27.76,27.78,27.68,27.71,600009,27.71,100000,0.0018044027426922238,0.0025261638397691133,-0.0010826416456153343,0.0,-0.0014414414414414267,0.006756756756757021,0.004826254826254983,0.00315315315315301,0.00318532818532824,0.00432432432432428,0.005855855855855907
3,2016-06-01 14:00:00.000,9.0,9.03,8.98,9.0,600016,9.0,100000,0.0,0.0033333333333331883,-0.0022222222222221255,0.0,-0.0011098779134293135,0.010340314136125794,0.022997382198952865,0.028054101221640426,0.03239528795811508,0.029879581151832424,0.02891361256544478
3,2016-06-01 14:00:00.000,4.81,4.83,4.81,4.82,600028,4.82,100000,-0.0020746887966806016,0.0020746887966804906,-0.0020746887966806016,0.0,0.0,0.004684684684684637,0.002702702702702675,0.00048048048048032754,0.00018018018018017834,0.0011531531531532302,0.0023423423423425405
3,2016-06-01 14:00:00.000,16.65,16.72,16.57,16.59,600030,16.59,100000,0.0036166365280287938,0.007836045810729386,-0.0012055455093429313,0.0,-0.004201680672268893,0.0029776674937964653,-0.0002481389578162796,0.0,0.0013647642679899263,0.0010918114143918523,0.001240694789081953
3,2016-06-01 14:00:00.000,5.1,5.11,5.06,5.06,600031,5.06,100000,0.007905138339920903,0.00988142292490135,0.0,0.0,-0.007843137254902155,0.017232704402515564,-3.144654088060861e-05,-0.009958071278825975,-0.01264150943396214,-0.009811320754717134,-0.007473794549266333
3,2016-06-01 14:00:00.000,17.85,17.92,17.8,17.84,600036,17.84,100000,0.0005605381165920686,0.004484304932735439,-0.0022421524663677195,0.0,0.0,0.01300813008130075,0.0025745257452574055,0.009485094850948617,0.008604336043360528,0.00820234869015346,0.0048479373682626115
3,2016-06-01 14:00:00.000,20.23,20.3,20.17,20.21,600104,20.21,100000,0.0009896091044037103,0.004453240969816807,-0.0019792182088075316,0.0,-0.000988630746415975,0.015547890687184873,0.007110639426903598,-0.0027593526134253032,-0.004152295038471809,-0.0038949323427964755,-0.0029627664278765176
3,2016-06-01 14:00:00.000,45.8,45.85,45.59,45.61,600276,45.61,100000,0.004165753124314886,0.005262003946503002,-0.00043850032887515766,0.0,-0.004365858982754878,0.008574490889603492,0.012004287245444889,0.013612004287245627,0.0058681672025724385,0.004780278670954097,0.003769203286888123
3,2016-06-01 14:00:00.000,16.28,16.36,16.09,16.11,600309,16.11,100000,0.01055245189323406,0.015518311607697122,-0.0012414649286157653,0.0,-0.009834050399508132,0.009971540002108092,0.002824918309265234,-0.0016584097536981313,-0.0023242331611679212,-0.004174133024138493,-0.007294192052281989
3,2016-06-01 14:00:00.000,264.61,265.33,263.99,264.28,600519,264.28,100000,0.0012486756470411198,0.003973058876948654,-0.0010973210231570718,0.0,-0.0012471184006652702,0.010151453131395538,-0.0006412880338381166,-0.015636512484650034,-0.025194433074089306,-0.02908991676900008,-0.029722108518670187
3,2016-06-01 14:00:00.000,15.12,15.17,15.04,15.09,600585,15.09,100000,0.001988071570576455,0.005301524188204176,-0.0033134526176276102,0.0,-0.003960396039604075,0.0050321858382313955,-0.008937027707808465,-0.017632614982741046,-0.0218001679261125,-0.024612370556954977,-0.028558820785521077
3,2016-06-01 14:00:00.000,9.23,9.23,9.13,9.13,600690,9.13,100000,0.010952902519167473,0.010952902519167473,0.0,0.0,-0.0108342361863486,0.015925135445739702,0.012099819405680723,0.00629343840639196,0.0055820062387128555,0.0062190116565423725,0.006501395501559815
3,2016-06-01 14:00:00.000,15.73,15.78,15.63,15.63,600837,15.63,100000,0.006397952655150307,0.00959692898272535,0.0,0.0,-0.006357279084551637,0.026188340807175026,0.028385650224215242,0.022899850523169007,0.023946188340807195,0.027964125560538067,0.02887892376681611
3,2016-06-01 14:00:00.000,18.22,18.26,18.15,18.16,601211,18.16,100000,0.0033039647577091102,0.005506607929515406,-0.0005506607929516294,0.0,-0.003293084522502432,0.009096901779828803,-0.005866842452208365,-0.014282575258184882,-0.015655899802241358,-0.01252471984179293,-0.008943089430894391
3,2016-06-01 14:00:00.000,3.17,3.18,3.17,3.18,601288,3.18,100000,-0.003144654088050425,0.0,-0.003144654088050425,0.0,0.003154574132492316,0.019441571871768204,0.011271975180972005,0.006997587038952036,0.006566701137538766,0.006349534643226518,0.007307824887969883
3,2016-06-01 14:00:00.000,32.41,32.51,32.3,32.31,601318,32.31,100000,0.003095017022593405,0.006190034045187032,-0.0003095017022595181,0.0,-0.00308546744831828,0.004361370716510882,0.004672897196261738,0.004153686396677125,0.0048286604361371666,0.005233644859813147,0.005815160955347842
3,2016-06-01 14:00:00.000,41.93,42.06,41.8,41.96,601336,41.96,100000,-0.0007149666348903461,0.0023832221163013756,-0.0038131553860820677,0.0,0.0004768717215068996,0.01286870268859297,0.008026624902114365,0.00476811972504998,0.005781780214043408,0.008217175672148302,0.010658661794135549
3,2016-06-01 14:00:00.000,4.34,4.35,4.33,4.35,601398,4.35,100000,-0.0022988505747125743,0.0,-0.0045977011494251485,0.0,0.0,0.02285714285714291,0.020718462823725803,0.011818434976329728,0.008446115288220701,0.013573934837092683,0.01770537454747978
3,2016-06-01 14:00:00.000,27.15,27.21,27.0,27.02,601601,27.02,100000,0.0048112509252404845,0.007031828275351648,-0.0007401924500369805,0.0,-0.0047882136279927545,0.004838709677419395,0.00463709677419355,0.003629032258064546,0.004133064516129048,0.004758064516129146,0.005443548387096708
3,2016-06-01 14:00:00.000,21.6,21.65,21.52,21.52,601628,21.52,100000,0.003717472118959231,0.006040892193308611,0.0,0.0,-0.003242241778601218,0.017975340687865105,0.013108371187540602,0.007592472420506313,0.006570408825438134,0.008565866320570992,0.011410339606316322
3,2016-06-01 14:00:00.000,5.46,5.48,5.44,5.44,601668,5.44,100000,0.003676470588235281,0.007352941176470562,0.0,0.0,-0.003663003663003539,0.019184981684981617,0.010027472527472492,-0.00146520146520146,-0.0009958791208791729,-0.000366300366300476,0.0014575702075700914
3,2016-06-01 14:00:00.000,18.25,18.42,18.19,18.19,601688,18.19,100000,0.0032985156679492533,0.01264431006047273,0.0,0.0,-0.0032876712328764324,0.00894941634241242,0.006420233463034997,0.0016861219195851707,0.0003891050583659794,0.0010894941634242983,0.0021400778210116655
