,date,close,tic,open,high,low,adjcp,zopen,zhigh,zlow,zadjcp,zclose,zd_5,zd_10,zd_15,zd_20,zd_25,zd_30
29,2000-02-15,0.1208065042221873,YUAN,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.0,0.0,0.0,0.0,2.416130084492707e-05,-8.455384221550677e-05,-8.213730349171389e-05,-6.442188597532983e-05,-9.42138541374371e-05,-0.0001207839285441,-0.0001397047881076
30,2000-02-16,0.1208065042221873,YUAN,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.0,0.0,0.0,0.0,0.0,-5.797994261635964e-05,-8.696979717925934e-05,-6.039524572343247e-05,-8.2136121852594e-05,-0.0001120877512389,-0.0001308479983719
31,2000-02-17,0.120813801768714,YUAN,0.120813801768714,0.120813801768714,0.120813801768714,0.120813801768714,0.0,0.0,0.0,0.0,6.040690088404688e-05,-7.972674767853238e-05,-0.0001364957360174,-0.0001119363482205,-0.0001292484257671,-0.0001608894698528,-0.0001807761052782
32,2000-02-18,0.120813801768714,YUAN,0.120813801768714,0.120813801768714,0.120813801768714,0.120813801768714,0.0,0.0,0.0,0.0,0.0,-4.107380280726769e-05,-0.0001171692635818,-0.0001046883082114,-0.0001153586981267,-0.0001483287799812,-0.000170711328374
33,2000-02-22,0.120812342188878,YUAN,0.120812342188878,0.120812342188878,0.120812342188878,0.120812342188878,0.0,0.0,0.0,0.0,-1.2081234218475068e-05,-1.4496488604964776e-05,-8.697073106334052e-05,-8.938668603475364e-05,-9.361559214593472e-05,-0.0001246545688277,-0.0001501772916852
34,2000-02-23,0.1208021261174196,YUAN,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.0,0.0,0.0,0.0,-8.456148828261956e-05,6.282253472589261e-05,7.253789690686574e-06,-9.658041118520975e-06,-5.431068430650221e-06,-3.3815746946275205e-05,-5.9984873147622686e-05
35,2000-02-24,0.1208021261174196,YUAN,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.0,0.0,0.0,0.0,0.0,5.557414447254772e-05,1.691702590855826e-05,-1.5295950420601834e-05,-4.22307635516983e-06,-2.560288899255969e-05,-5.394586113016686e-05
36,2000-02-25,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,-7.247602251547747e-05,9.42315837322294e-05,9.181533680080456e-05,5.315752768542126e-05,6.644592699589502e-05,5.074154532058728e-05,2.255746386126134e-05
37,2000-02-28,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,0.0,6.040371923710097e-05,9.423114585516146e-05,5.476806705506654e-05,6.342591032559852e-05,5.508963397304889e-05,2.738849842742752e-05
38,2000-02-29,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,0.0,2.8992510268111005e-05,8.577489487371359e-05,5.637860642471182e-05,5.798961763536781e-05,5.653910189762357e-05,3.1817000265110806e-05
39,2000-03-01,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,0.0,1.4496255134055502e-05,7.490230949369625e-05,5.798914579457914e-05,5.074096467683198e-05,5.653910189762357e-05,3.463527395175525e-05
40,2000-03-02,0.1207919117735876,YUAN,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.0,0.0,0.0,0.0,-1.2079191177516437e-05,9.663469668907965e-06,7.490190092807048e-05,7.087445303599615e-05,5.4364050726896096e-05,6.620313778737952e-05,5.074094017065711e-05
41,2000-03-03,0.1207889937068934,YUAN,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.0,0.0,0.0,0.0,-2.4157798741208936e-05,2.6574483225738632e-05,7.852374649042204e-05,9.422927791780113e-05,7.369171975613042e-05,8.746397354286728e-05,7.691357666361753e-05
42,2000-03-06,0.1207948299812768,YUAN,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.0,0.0,0.0,0.0,4.831793199255863e-05,-1.932653080216617e-05,1.4498560855891183e-05,4.832493674555849e-05,2.718441860460885e-05,3.721133951661848e-05,3.262027106676335e-05
43,2000-03-07,0.1207962891379976,YUAN,0.1207962891379976,0.1207962891379976,0.1207962891379976,0.1207962891379976,0.0,0.0,0.0,0.0,1.207962891314196e-05,-2.657404551065224e-05,-1.0870454917322192e-05,3.2218083826141e-05,1.7520416287997165e-05,2.174882490724173e-05,2.25535439286606e-05
44,2000-03-08,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,-2.415867417149276e-05,-2.415429692814719e-06,6.040412720453858e-06,4.912972976489627e-05,4.2888001922758434e-05,4.010968580292485e-05,4.671334663264304e-05
45,2000-03-09,0.1207919117735876,YUAN,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.0,0.0,0.0,0.0,-1.2079191177516437e-05,9.663878216548127e-06,9.663673942617024e-06,5.3155893357415e-05,5.557180933113415e-05,4.542401622487091e-05,5.677992785901864e-05
46,2000-03-10,0.1207948299812768,YUAN,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.0,0.0,0.0,0.0,2.4158965996834425e-05,-4.831618105494151e-06,-1.328700816249917e-05,1.852569735527609e-05,3.3223941241722343e-05,1.933172582990749e-05,3.181485547054663e-05
47,2000-03-13,0.1208006668196808,YUAN,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.1208006668196808,0.0,0.0,0.0,0.0,4.832026672740852e-05,-4.3485730245484966e-05,-5.556462961076036e-05,-3.70419578662462e-05,-1.0867930217095534e-05,-2.5605007554996284e-05,-1.6504613749690478e-05
48,2000-03-14,0.1208021261174196,YUAN,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.1208021261174196,0.0,0.0,0.0,0.0,1.2080212611564887e-05,-4.590156848560678e-05,-6.039642281674418e-05,-5.475948638100636e-05,-2.3551883540751103e-05,-3.3819470439344634e-05,-2.979254609680737e-05
49,2000-03-15,0.1208050448186716,YUAN,0.1208050448186716,0.1208050448186716,0.1208050448186716,0.1208050448186716,0.0,0.0,0.0,0.0,2.416100896418527e-05,-5.073394537058462e-05,-7.489191916842941e-05,-7.730789357729417e-05,-4.831577226238615e-05,-5.3147460461588913e-05,-5.556306328868832e-05
50,2000-03-16,0.1208065042221873,YUAN,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.1208065042221873,0.0,0.0,0.0,0.0,1.208065042224149e-05,-3.865545460612907e-05,-7.489232774082755e-05,-8.697142161862015e-05,-6.039569306526271e-05,-5.991254297543769e-05,-6.925372776989125e-05
51,2000-03-17,0.1207948299812768,YUAN,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.0,0.0,0.0,0.0,-9.66358639848952e-05,5.798601290729621e-05,2.657719740084552e-05,1.047066552750664e-05,2.8390776243281124e-05,3.817635557501475e-05,2.57741070095463e-05
52,2000-03-20,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,-1.2079337086245978e-05,5.798612966456673e-05,3.7449053137850186e-05,2.255027500597251e-05,3.201363606386565e-05,5.122262334578132e-05,3.86591710304085e-05
53,2000-03-21,0.1207977483299711,YUAN,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.0,0.0,0.0,0.0,3.623932449903222e-05,1.4497889537778974e-05,2.41764769226549e-06,-1.1272686011754018e-05,-1.0266152413951346e-05,1.3049898514694291e-05,4.432933053299948e-06
54,2000-03-22,0.1207977483299711,YUAN,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.1207977483299711,0.0,0.0,0.0,0.0,0.0,2.417385055908383e-06,6.041448818328021e-06,-8.85681859463805e-06,-1.2078184305819306e-05,1.0150542413267516e-05,6.446107265301038e-06
55,2000-03-23,0.1207919117735876,YUAN,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.0,0.0,0.0,0.0,-4.831676470951063e-05,2.6575300349440667e-05,5.436084006782416e-05,3.946185278391745e-05,3.2012257004998546e-05,5.363787204148984e-05,5.51681529099568e-05
56,2000-03-24,0.1207889937068934,YUAN,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.0,0.0,0.0,0.0,-2.4157798741208936e-05,4.107073832182451e-05,7.368874249280566e-05,6.362118847302867e-05,5.435951216115065e-05,6.958221168007483e-05,7.892523319541489e-05
57,2000-03-27,0.1207846168711953,YUAN,0.1207846168711953,0.1207846168711953,0.1207846168711953,0.1207846168711953,0.0,0.0,0.0,0.0,-3.623538506092317e-05,6.28137201983403e-05,9.664003749132456e-05,9.422309994100432e-05,8.697437895621718e-05,9.615632708004362e-05,0.0001135542519274
58,2000-03-28,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,-3.6234072105956194e-05,7.00599217398068e-05,0.0001147586054242,0.0001216035046758,0.0001177772138793,0.0001217637102903,0.0001433508937804
59,2000-03-29,0.1207889937068934,YUAN,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.1207889937068934,0.0,0.0,0.0,0.0,7.247339622384885e-05,-1.6909029383449514e-05,2.899358993957435e-05,4.671068066697259e-05,4.3488634008825855e-05,4.493786554871093e-05,6.604010102662095e-05
60,2000-03-30,0.1207904527226167,YUAN,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.1207904527226167,0.0,0.0,0.0,0.0,1.207904527156245e-05,-3.1403562746668e-05,3.625624894532109e-06,3.382593767153885e-05,3.080524978527066e-05,2.8992755342960308e-05,4.953083214354059e-05
61,2000-03-31,0.1207919117735876,YUAN,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.1207919117735876,0.0,0.0,0.0,0.0,1.2079191177960524e-05,-3.865066894614966e-05,-1.0869360772214344e-05,2.013588608051897e-05,1.993372235142843e-05,1.6430186381644063e-05,3.141049849708644e-05
62,2000-04-03,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,1.2079337086134956e-05,-3.623523923046434e-05,-2.294842065653224e-05,4.029762783686053e-06,7.250316240714483e-06,4.350796740881791e-06,1.3692950490362676e-05
63,2000-04-04,0.1207860757811839,YUAN,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.0,0.0,0.0,0.0,-6.039303789073802e-05,3.3821676939549405e-05,2.7783058898611657e-05,5.556786901639299e-05,6.341956944599936e-05,6.233187752724412e-05,6.684172239790342e-05
64,2000-04-05,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,-4.831209614075682e-05,6.764306208184578e-05,6.160310173375372e-05,9.019374564567252e-05,0.0001063013621498,0.0001063007580177,0.0001091192758237
65,2000-04-06,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,0.0,5.07323987009034e-05,5.1939748791918205e-05,7.569696513898272e-05,0.0001014696856789,0.000102435416841,0.000103079169518
66,2000-04-07,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,0.0,3.140569281723238e-05,4.469240916948891e-05,6.764397647351927e-05,9.542994417977012e-05,9.953648099214618e-05,9.945536839217616e-05
67,2000-04-10,0.120775864151308,YUAN,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.0,0.0,0.0,0.0,-3.623275924524716e-05,3.865049387274944e-05,7.36810236510177e-05,9.42170299271794e-05,0.0001213994174216,0.0001294928285509,0.0001308613093367
68,2000-04-11,0.1207860757811839,YUAN,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.0,0.0,0.0,0.0,8.455025304643371e-05,-4.589587866554723e-05,-6.037100862998912e-06,3.223413043818013e-06,3.020193209568589e-05,4.155647982373445e-05,4.429391816196393e-05
69,2000-04-12,0.1207787815836513,YUAN,0.1207787815836513,0.1207787815836513,0.1207787815836513,0.1207787815836513,0.0,0.0,0.0,0.0,-6.038939079211492e-05,1.2078782626545603e-05,4.590034286944267e-05,5.314750741791663e-05,7.972433993952421e-05,9.712029260233734e-05,0.0001006631854016
70,2000-04-13,0.1207816991569437,YUAN,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.0,0.0,0.0,0.0,2.415633983177124e-05,-9.661660655635451e-06,1.44960506316405e-05,2.335351139981512e-05,4.529810496167741e-05,6.958001674139958e-05,7.368651954786642e-05
71,2000-04-14,0.1207816991569437,YUAN,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.0,0.0,0.0,0.0,0.0,-7.246055848675326e-06,6.0406168074234046e-06,1.9327211609576626e-05,3.986233761255065e-05,6.523140286196494e-05,7.16733696528582e-05
72,2000-04-17,0.1207816991569437,YUAN,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.1207816991569437,0.0,0.0,0.0,0.0,0.0,2.4160132834349923e-06,-3.62285286148456e-06,1.771675005124429e-05,3.5030602778096664e-05,5.894976818754394e-05,6.804952475358839e-05
73,2000-04-18,0.1207875347264162,YUAN,0.1207875347264162,0.1207875347264162,0.1207875347264162,0.1207875347264162,0.0,0.0,0.0,0.0,4.831501389057635e-05,-4.348106158802434e-05,-5.072749673662447e-05,-2.6570777543533097e-05,-1.7511690498794863e-05,5.802155458534131e-06,1.7317631652913335e-05
74,2000-04-19,0.1207831579964489,YUAN,0.1207831579964489,0.1207831579964489,0.1207831579964489,0.1207831579964489,0.0,0.0,0.0,0.0,-3.623494739934952e-05,3.5013458798971437e-10,-1.2077469686122557e-05,6.443480216944408e-06,1.268404794507738e-05,3.479032343634003e-05,5.073600761074104e-05
75,2000-04-20,0.1207860757811839,YUAN,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.0,0.0,0.0,0.0,2.415721515669489e-05,-1.6909379524254753e-05,-3.1402599920626884e-05,-2.0129116089950827e-05,-1.3888728293665054e-05,3.867687183189972e-06,2.496759157644135e-05
76,2000-04-21,0.1207948299812768,YUAN,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.0,0.0,0.0,0.0,7.247689798894896e-05,-6.763909369456034e-05,-9.179394555636212e-05,-9.098874394508628e-05,-8.39435873499772e-05,-6.860423858345843e-05,-4.750586333501783e-05
77,2000-04-24,0.1207933708598072,YUAN,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.1207933708598072,0.0,0.0,0.0,0.0,-1.2079337086245978e-05,-3.623535587626847e-05,-6.522246768336792e-05,-7.891036004381569e-05,-6.824157984042234e-05,-5.652558428892451e-05,-3.7440298629953794e-05
78,2000-04-25,0.1207860757811839,YUAN,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.1207860757811839,0.0,0.0,0.0,0.0,-6.039303789073802e-05,2.174339036375983e-05,-4.8297214739756456e-06,-1.851844053790685e-05,-5.433411168653812e-06,2.159236567322864e-09,1.8524714239021023e-05
79,2000-04-26,0.1207802403526783,YUAN,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.1207802403526783,0.0,0.0,0.0,0.0,-4.831209614075682e-05,6.522754487581217e-05,4.4692263308832025e-05,2.9795095066287303e-05,3.925708682017692e-05,4.251829773327387e-05,5.999442035609093e-05
80,2000-04-27,0.120775864151308,YUAN,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.0,0.0,0.0,0.0,-3.623275924524716e-05,8.45539298319764e-05,7.609668683095094e-05,6.361464196258382e-05,6.945305873395924e-05,7.343906633217046e-05,8.777421100836236e-05
81,2000-04-28,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,-1.2077440548541318e-05,6.280998505969748e-05,8.213610735263721e-05,7.247219027961549e-05,7.428396926800751e-05,8.068597996557791e-05,9.421576545820542e-05
82,2000-05-01,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,0.0,3.1403708636190686e-05,7.609702239474991e-05,7.166701785199514e-05,6.643240016201979e-05,7.730401069339088e-05,8.898138605428763e-05
83,2000-05-02,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,0.0,1.2077936511145635e-05,6.522614426907047e-05,6.522509381023944e-05,6.160095713103608e-05,7.537152684755632e-05,8.253883947673124e-05
84,2000-05-03,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,0.0,2.415517282861046e-06,5.797915478966687e-05,6.280951817871916e-05,5.918535232374289e-05,7.053996709927013e-05,7.609629289895281e-05
85,2000-05-04,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,0.0,-1.1102230246251563e-16,4.831626872703332e-05,5.878346154020164e-05,5.676974751689379e-05,6.522518717955172e-05,7.12646164282571e-05
86,2000-05-05,0.120774405487989,YUAN,0.120774405487989,0.120774405487989,0.120774405487989,0.120774405487989,0.0,0.0,0.0,0.0,0.0,-1.1102230246251563e-16,3.140499252984874e-05,5.4757404901684126e-05,5.43541427096006e-05,5.942717541440601e-05,6.723831663779656e-05
87,2000-05-08,0.120775864151308,YUAN,0.120775864151308,0.120775864151308,0.120775864151308,0.120775864151308,0.0,0.0,0.0,0.0,1.2077586415193409e-05,-9.66195243901069e-06,4.831968186014279e-06,3.945845771280432e-05,4.227604570217203e-05,4.1550935336420736e-05,5.274437168512058e-05
88,2000-05-09,0.1207875347264162,YUAN,0.1207875347264162,0.1207875347264162,0.1207875347264162,0.1207875347264162,0.0,0.0,0.0,0.0,9.663002778093066e-05,-8.454231722743177e-05,-9.058132924510964e-05,-5.716604611150089e-05,-5.3744799980548486e-05,-5.459062636148371e-05,-4.1868411827628016e-05
89,2000-05-10,0.1207948299812768,YUAN,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.1207948299812768,0.0,0.0,0.0,0.0,6.039741499086482e-05,-0.0001111141452253,-0.0001388916020255,-0.0001111145925755,-0.0001074924885058,-0.0001101498871773,-0.0001006491306838
90,2000-05-11,0.1207992075571984,YUAN,0.1207992075571984,0.1207992075571984,0.1207992075571984,0.1207992075571984,0.0,0.0,0.0,0.0,3.623976226707626e-05,-0.0001062852697492,-0.0001558008795391,-0.0001401018504022,-0.0001364801401897,-0.000140103772012,-0.0001344681232551
91,2000-05-12,0.1208050448186716,YUAN,0.1208050448186716,0.1208050448186716,0.1208050448186716,0.1208050448186716,0.0,0.0,0.0,0.0,4.832201792726032e-05,-0.0001038745667966,-0.0001787504091607,-0.0001827776716825,-0.0001751306926027,-0.0001802036289211,-0.0001791575514675
